Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
Sugarbeet_GW_ET	437	Irrigated Sugar Beet Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_GW_ET	438	Irrigated Sugarcane Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sunflower_GW_ET	439	Irrigated Sunflower Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Tobacco_GW_ET	440	Irrigated Tobacco Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vegetables_GW_ET	441	Irrigated Vegetables Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_GW_ET	442	Irrigated Wheat Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Yamsandotherroots_GW_ET	443	Irrigated Yams and Other Roots Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
Pasture_rfd_AET	444	Rainfed Pasture Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Banana_rfd_AET	445	Rainfed Banana Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_rfd_AET	446	Rainfed Barley Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_rfd_AET	447	Rainfed Cassava Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_rfd_AET	448	Rainfed Cotton Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
CropsNES_rfd_AET	449	Rainfed Crops NES Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Foddercrops_rfd_AET	450	Rainfed Fodder Crops Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnut_rfd_AET	451	Rainfed Groundnut Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_rfd_AET	452	Rainfed Maize Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_rfd_AET	453	Rainfed Millet Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalmfruit_rfd_AET	454	Rainfed Oil Palm Fruit Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Olives_rfd_AET	455	Rainfed Olives Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Othercereals_rfd_AET	456	Rainfed Other Cereals Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
PotatoAndSweetpotato_rfd_AET	457	Rainfed Potato and Sweet Potato Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_rfd_AET	458	Rainfed Pulses Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rapeseed_rfd_AET	459	Rainfed Rapeseed Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_rfd_AET	460	Rainfed Rice Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_rfd_AET	461	Rainfed Sorghum Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybean_rfd_AET	462	Rainfed Soybean Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Stimulants_rfd_AET	463	Rainfed Stimulants Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarbeet_rfd_AET	464	Rainfed Sugar Beet Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_rfd_AET	465	Rainfed Sugarcane Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sunflower_rfd_AET	466	Rainfed Sunflower Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Tobacco_rfd_AET	467	Rainfed Tobacco Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vegetables_rfd_AET	468	Rainfed Vegetables Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_rfd_AET	469	Rainfed Wheat Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Yamsandotherroots_rfd_AET	470	Rainfed Yams and Other Roots Actual Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
openWaterEvap_irr	451	Network evaporation of irrigation return flows	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
UseReuseOutGross_irr	452	Human DIL use of irrigation return flows	Consumption	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrReuseInGross_irr	453	Gross irrigation reuse of irrigation return flows	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrReuseOutNet_irr	454	Net irrigation reuse of irrigation return flows	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrReuseOutNonben_irr	455	Nonbeneficial consumption through reuse of irrigation return flows	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
